"position" "class" "mc" "h" "uc" "group" "generation"
13701325 "CHH" 0 34 34 "119_1_r1" "119_1"
13701329 "CHH" 0 12 12 "119_1_r1" "119_1"
13701334 "CHH" 1 36 35 "119_1_r1" "119_1"
13701340 "CHH" 1 36 35 "119_1_r1" "119_1"
13701342 "CHH" 0 38 38 "119_1_r1" "119_1"
13701346 "CHH" 0 38 38 "119_1_r1" "119_1"
13701350 "CG" 0 38 38 "119_1_r1" "119_1"
13701351 "CG" 0 13 13 "119_1_r1" "119_1"
13701352 "CHG" 0 13 13 "119_1_r1" "119_1"
13701353 "CHH" 0 13 13 "119_1_r1" "119_1"
13701361 "CHG" 0 36 36 "119_1_r1" "119_1"
13701363 "CHG" 1 12 11 "119_1_r1" "119_1"
13701369 "CHH" 0 12 12 "119_1_r1" "119_1"
13701370 "CHH" 0 12 12 "119_1_r1" "119_1"
13701372 "CHH" 0 10 10 "119_1_r1" "119_1"
13701374 "CHH" 0 35 35 "119_1_r1" "119_1"
13701385 "CHH" 0 30 30 "119_1_r1" "119_1"
13701389 "CHH" 0 5 5 "119_1_r1" "119_1"
13701390 "CHH" 0 4 4 "119_1_r1" "119_1"
13701392 "CG" 0 30 30 "119_1_r1" "119_1"
13701393 "CG" 0 3 3 "119_1_r1" "119_1"
13701402 "CHH" 0 3 3 "119_1_r1" "119_1"
13701403 "CHH" 0 3 3 "119_1_r1" "119_1"
13701407 "CHH" 0 2 2 "119_1_r1" "119_1"
13701414 "CHG" 0 21 21 "119_1_r1" "119_1"
13701416 "CHG" 0 5 5 "119_1_r1" "119_1"
13701418 "CHH" 0 5 5 "119_1_r1" "119_1"
13701426 "CHH" 0 6 6 "119_1_r1" "119_1"
13701431 "CHH" 0 7 7 "119_1_r1" "119_1"
13701435 "CHH" 0 15 15 "119_1_r1" "119_1"
13701438 "CHH" 0 7 7 "119_1_r1" "119_1"
13701450 "CHH" 1 13 12 "119_1_r1" "119_1"
13701454 "CHH" 0 12 12 "119_1_r1" "119_1"
13701455 "CHH" 0 12 12 "119_1_r1" "119_1"
13701459 "CHH" 0 7 7 "119_1_r1" "119_1"
13701462 "CHH" 0 9 9 "119_1_r1" "119_1"
13701465 "CHH" 0 12 12 "119_1_r1" "119_1"
13701466 "CHH" 0 12 12 "119_1_r1" "119_1"
13701467 "CHH" 1 11 10 "119_1_r1" "119_1"
13701470 "CHH" 0 9 9 "119_1_r1" "119_1"
13701475 "CHH" 0 9 9 "119_1_r1" "119_1"
13701476 "CHH" 0 13 13 "119_1_r1" "119_1"
13701483 "CHH" 0 12 12 "119_1_r1" "119_1"
13701492 "CHH" 0 11 11 "119_1_r1" "119_1"
13701494 "CHH" 0 15 15 "119_1_r1" "119_1"
13701499 "CHH" 0 14 14 "119_1_r1" "119_1"
13701500 "CHH" 0 14 14 "119_1_r1" "119_1"
13701503 "CG" 0 13 13 "119_1_r1" "119_1"
13701504 "CG" 0 14 14 "119_1_r1" "119_1"
13701506 "CG" 0 14 14 "119_1_r1" "119_1"
13701507 "CG" 1 17 16 "119_1_r1" "119_1"
13701509 "CHH" 0 18 18 "119_1_r1" "119_1"
13701513 "CHG" 0 14 14 "119_1_r1" "119_1"
13701515 "CHG" 0 17 17 "119_1_r1" "119_1"
13701517 "CHH" 0 15 15 "119_1_r1" "119_1"
13701521 "CHH" 0 15 15 "119_1_r1" "119_1"
13701527 "CHH" 1 17 16 "119_1_r1" "119_1"
13701531 "CHH" 0 14 14 "119_1_r1" "119_1"
13701536 "CHH" 0 17 17 "119_1_r1" "119_1"
13701537 "CHG" 0 12 12 "119_1_r1" "119_1"
13701539 "CHG" 0 18 18 "119_1_r1" "119_1"
13701542 "CHH" 0 18 18 "119_1_r1" "119_1"
13701543 "CHH" 0 8 8 "119_1_r1" "119_1"
13701549 "CHH" 0 6 6 "119_1_r1" "119_1"
13701555 "CG" 0 5 5 "119_1_r1" "119_1"
13701556 "CG" 0 20 20 "119_1_r1" "119_1"
13701557 "CHG" 0 20 20 "119_1_r1" "119_1"
13701558 "CHH" 0 4 4 "119_1_r1" "119_1"
13701565 "CHH" 1 18 17 "119_1_r1" "119_1"
13701569 "CHH" 1 17 16 "119_1_r1" "119_1"
13701571 "CHH" 0 2 2 "119_1_r1" "119_1"
13701572 "CHH" 0 2 2 "119_1_r1" "119_1"
13701573 "CHH" 0 2 2 "119_1_r1" "119_1"
13701574 "CHH" 0 2 2 "119_1_r1" "119_1"
13701581 "CHH" 0 3 3 "119_1_r1" "119_1"
13701588 "CHH" 0 15 15 "119_1_r1" "119_1"
13701594 "CHH" 0 14 14 "119_1_r1" "119_1"
13701600 "CHH" 1 14 13 "119_1_r1" "119_1"
13701606 "CHH" 0 14 14 "119_1_r1" "119_1"
13701610 "CHH" 0 1 1 "119_1_r1" "119_1"
13701611 "CHH" 0 1 1 "119_1_r1" "119_1"
13701614 "CHH" 0 1 1 "119_1_r1" "119_1"
13701616 "CHH" 0 1 1 "119_1_r1" "119_1"
13701617 "CHG" 0 1 1 "119_1_r1" "119_1"
13701619 "CHG" 0 13 13 "119_1_r1" "119_1"
13701621 "CHH" 0 12 12 "119_1_r1" "119_1"
13701622 "CHH" 0 1 1 "119_1_r1" "119_1"
13701625 "CHH" 0 1 1 "119_1_r1" "119_1"
13701627 "CHH" 0 1 1 "119_1_r1" "119_1"
13701632 "CHH" 0 1 1 "119_1_r1" "119_1"
13701634 "CHH" 0 1 1 "119_1_r1" "119_1"
13701637 "CHH" 0 14 14 "119_1_r1" "119_1"
13701639 "CHH" 0 1 1 "119_1_r1" "119_1"
13701642 "CHH" 0 1 1 "119_1_r1" "119_1"
13701646 "CHH" 0 19 19 "119_1_r1" "119_1"
13701648 "CHH" 0 1 1 "119_1_r1" "119_1"
13701649 "CHH" 0 1 1 "119_1_r1" "119_1"
13701650 "CHG" 0 1 1 "119_1_r1" "119_1"
13701651 "CG" 0 1 1 "119_1_r1" "119_1"
13701652 "CG" 0 20 20 "119_1_r1" "119_1"
13701655 "CG" 0 21 21 "119_1_r1" "119_1"
13701659 "CHH" 0 22 22 "119_1_r1" "119_1"
13701665 "CHH" 1 25 24 "119_1_r1" "119_1"
13701679 "CHH" 0 27 27 "119_1_r1" "119_1"
13701695 "CHG" 0 28 28 "119_1_r1" "119_1"
13701702 "CHH" 0 1 1 "119_1_r1" "119_1"
13701705 "CHH" 0 32 32 "119_1_r1" "119_1"
13701707 "CHH" 0 1 1 "119_1_r1" "119_1"
13701713 "CHH" 0 1 1 "119_1_r1" "119_1"
13701716 "CHH" 0 1 1 "119_1_r1" "119_1"
13701722 "CHH" 0 31 31 "119_1_r1" "119_1"
13701724 "CHH" 0 3 3 "119_1_r1" "119_1"
13701727 "CHH" 0 3 3 "119_1_r1" "119_1"
13701730 "CHH" 0 3 3 "119_1_r1" "119_1"
13701734 "CHH" 0 27 27 "119_1_r1" "119_1"
13701739 "CHH" 0 6 6 "119_1_r1" "119_1"
13701743 "CHH" 0 24 24 "119_1_r1" "119_1"
13701746 "CHH" 0 23 23 "119_1_r1" "119_1"
13701751 "CHH" 0 9 9 "119_1_r1" "119_1"
13701754 "CHH" 0 9 9 "119_1_r1" "119_1"
13701760 "CHH" 0 18 18 "119_1_r1" "119_1"
13701764 "CHH" 0 15 15 "119_1_r1" "119_1"
13701766 "CHH" 0 13 13 "119_1_r1" "119_1"
13701776 "CHH" 0 9 9 "119_1_r1" "119_1"
13701780 "CHH" 0 22 22 "119_1_r1" "119_1"
13701782 "CHH" 0 23 23 "119_1_r1" "119_1"
13701786 "CHH" 0 4 4 "119_1_r1" "119_1"
13701797 "CHH" 0 2 2 "119_1_r1" "119_1"
13701801 "CHH" 0 2 2 "119_1_r1" "119_1"
13701813 "CHH" 0 1 1 "119_1_r1" "119_1"
13701814 "CHH" 0 1 1 "119_1_r1" "119_1"
13701822 "CHH" 0 1 1 "119_1_r1" "119_1"
13701823 "CHH" 0 1 1 "119_1_r1" "119_1"
13701826 "CHG" 0 21 21 "119_1_r1" "119_1"
13701828 "CHG" 0 1 1 "119_1_r1" "119_1"
13701838 "CHH" 0 2 2 "119_1_r1" "119_1"
13701842 "CHH" 0 18 18 "119_1_r1" "119_1"
13701848 "CHH" 1 4 3 "119_1_r1" "119_1"
13701852 "CHH" 0 15 15 "119_1_r1" "119_1"
13701854 "CHH" 0 15 15 "119_1_r1" "119_1"
13701860 "CHH" 0 4 4 "119_1_r1" "119_1"
13701862 "CHH" 0 4 4 "119_1_r1" "119_1"
13701864 "CHH" 0 5 5 "119_1_r1" "119_1"
13701868 "CHH" 0 6 6 "119_1_r1" "119_1"
13701870 "CHH" 0 6 6 "119_1_r1" "119_1"
13701879 "CHH" 0 9 9 "119_1_r1" "119_1"
13701881 "CHH" 0 5 5 "119_1_r1" "119_1"
13701883 "CHH" 0 5 5 "119_1_r1" "119_1"
13701884 "CHH" 0 5 5 "119_1_r1" "119_1"
13701886 "CHH" 0 5 5 "119_1_r1" "119_1"
13701896 "CHH" 0 12 12 "119_1_r1" "119_1"
13701900 "CHH" 0 2 2 "119_1_r1" "119_1"
13701902 "CHH" 0 2 2 "119_1_r1" "119_1"
13701908 "CHH" 0 16 16 "119_1_r1" "119_1"
13701911 "CHH" 0 2 2 "119_1_r1" "119_1"
13701917 "CHH" 0 15 15 "119_1_r1" "119_1"
13701922 "CHH" 0 2 2 "119_1_r1" "119_1"
13701923 "CHH" 0 2 2 "119_1_r1" "119_1"
13701931 "CHH" 0 15 15 "119_1_r1" "119_1"
13701934 "CHH" 0 15 15 "119_1_r1" "119_1"
13701938 "CHH" 0 15 15 "119_1_r1" "119_1"
13701942 "CHH" 0 2 2 "119_1_r1" "119_1"
13701943 "CHH" 0 2 2 "119_1_r1" "119_1"
13701945 "CHH" 0 2 2 "119_1_r1" "119_1"
13701949 "CHH" 0 2 2 "119_1_r1" "119_1"
13701957 "CHH" 0 14 14 "119_1_r1" "119_1"
13701961 "CHH" 0 2 2 "119_1_r1" "119_1"
13701976 "CHH" 0 1 1 "119_1_r1" "119_1"
13701979 "CG" 0 1 1 "119_1_r1" "119_1"
13701980 "CG" 0 8 8 "119_1_r1" "119_1"
13701984 "CHH" 0 1 1 "119_1_r1" "119_1"
13701990 "CHH" 0 6 6 "119_1_r1" "119_1"
13701991 "CHH" 0 6 6 "119_1_r1" "119_1"
13701995 "CHH" 0 6 6 "119_1_r1" "119_1"
13701998 "CHH" 0 5 5 "119_1_r1" "119_1"
13702000 "CHH" 0 4 4 "119_1_r1" "119_1"
13702003 "CHH" 0 1 1 "119_1_r1" "119_1"
13702009 "CHH" 0 1 1 "119_1_r1" "119_1"
13702013 "CHH" 0 1 1 "119_1_r1" "119_1"
13702020 "CHH" 0 1 1 "119_1_r1" "119_1"
13702022 "CHH" 0 1 1 "119_1_r1" "119_1"
13702044 "CHH" 0 1 1 "119_1_r1" "119_1"
13702046 "CHH" 0 2 2 "119_1_r1" "119_1"
13702047 "CHH" 0 2 2 "119_1_r1" "119_1"
13702053 "CHH" 0 2 2 "119_1_r1" "119_1"
13702054 "CHH" 0 2 2 "119_1_r1" "119_1"
13702057 "CHH" 0 2 2 "119_1_r1" "119_1"
13702061 "CHH" 0 3 3 "119_1_r1" "119_1"
13702065 "CHH" 0 5 5 "119_1_r1" "119_1"
13702067 "CHH" 0 5 5 "119_1_r1" "119_1"
13702068 "CHH" 0 1 1 "119_1_r1" "119_1"
13702071 "CHH" 0 1 1 "119_1_r1" "119_1"
13702072 "CHH" 0 1 1 "119_1_r1" "119_1"
13702073 "CHH" 0 1 1 "119_1_r1" "119_1"
13702083 "CHG" 0 1 1 "119_1_r1" "119_1"
13702085 "CHG" 0 7 7 "119_1_r1" "119_1"
13702086 "CHH" 1 1 0 "119_1_r1" "119_1"
13702089 "CHH" 0 1 1 "119_1_r1" "119_1"
13702096 "CHH" 0 8 8 "119_1_r1" "119_1"
13702097 "CHH" 0 8 8 "119_1_r1" "119_1"
13702099 "CHH" 0 1 1 "119_1_r1" "119_1"
13702103 "CHH" 0 2 2 "119_1_r1" "119_1"
13702110 "CHH" 0 9 9 "119_1_r1" "119_1"
13702115 "CHH" 0 2 2 "119_1_r1" "119_1"
13702119 "CHH" 0 8 8 "119_1_r1" "119_1"
13702120 "CHH" 0 8 8 "119_1_r1" "119_1"
13702121 "CHH" 0 2 2 "119_1_r1" "119_1"
13702123 "CHH" 0 2 2 "119_1_r1" "119_1"
13702125 "CHH" 0 2 2 "119_1_r1" "119_1"
13702126 "CHH" 0 2 2 "119_1_r1" "119_1"
13702128 "CHH" 0 3 3 "119_1_r1" "119_1"
13702130 "CHH" 0 3 3 "119_1_r1" "119_1"
13702133 "CHH" 0 3 3 "119_1_r1" "119_1"
13702137 "CHH" 0 8 8 "119_1_r1" "119_1"
13702142 "CHH" 0 2 2 "119_1_r1" "119_1"
13702148 "CHH" 0 7 7 "119_1_r1" "119_1"
13702152 "CHH" 0 3 3 "119_1_r1" "119_1"
13702160 "CHH" 0 4 4 "119_1_r1" "119_1"
13702167 "CHH" 0 2 2 "119_1_r1" "119_1"
13702180 "CHH" 0 2 2 "119_1_r1" "119_1"
13702181 "CHH" 0 1 1 "119_1_r1" "119_1"
13702184 "CHH" 0 1 1 "119_1_r1" "119_1"
13702189 "CHH" 0 5 5 "119_1_r1" "119_1"
13702192 "CHH" 0 1 1 "119_1_r1" "119_1"
13702197 "CHH" 0 1 1 "119_1_r1" "119_1"
13702201 "CHH" 0 1 1 "119_1_r1" "119_1"
13702203 "CHH" 0 5 5 "119_1_r1" "119_1"
13702214 "CHH" 0 1 1 "119_1_r1" "119_1"
13702217 "CHH" 0 5 5 "119_1_r1" "119_1"
13702219 "CHH" 0 5 5 "119_1_r1" "119_1"
13702220 "CHH" 0 5 5 "119_1_r1" "119_1"
13702221 "CHH" 0 5 5 "119_1_r1" "119_1"
13702223 "CHH" 0 5 5 "119_1_r1" "119_1"
13702237 "CHH" 0 1 1 "119_1_r1" "119_1"
13702238 "CHH" 0 7 7 "119_1_r1" "119_1"
13702247 "CHH" 1 1 0 "119_1_r1" "119_1"
13702248 "CHH" 1 1 0 "119_1_r1" "119_1"
13702258 "CHG" 0 8 8 "119_1_r1" "119_1"
13702261 "CHH" 0 7 7 "119_1_r1" "119_1"
13702273 "CHH" 0 6 6 "119_1_r1" "119_1"
13702278 "CHH" 0 2 2 "119_1_r1" "119_1"
13702279 "CHH" 0 2 2 "119_1_r1" "119_1"
13702280 "CHH" 0 8 8 "119_1_r1" "119_1"
13702285 "CHH" 0 7 7 "119_1_r1" "119_1"
13702289 "CHH" 1 2 1 "119_1_r1" "119_1"
13702294 "CHH" 0 2 2 "119_1_r1" "119_1"
13702298 "CHH" 0 2 2 "119_1_r1" "119_1"
13702303 "CHH" 0 2 2 "119_1_r1" "119_1"
13702305 "CHH" 0 6 6 "119_1_r1" "119_1"
13702312 "CHH" 0 2 2 "119_1_r1" "119_1"
13702327 "CHH" 1 5 4 "119_1_r1" "119_1"
13702333 "CHH" 0 5 5 "119_1_r1" "119_1"
13702344 "CHH" 0 2 2 "119_1_r1" "119_1"
13702351 "CHH" 0 1 1 "119_1_r1" "119_1"
13702358 "CHH" 0 1 1 "119_1_r1" "119_1"
13702376 "CHH" 0 8 8 "119_1_r1" "119_1"
13702399 "CHH" 3 23 20 "119_1_r1" "119_1"
13702410 "CHH" 0 1 1 "119_1_r1" "119_1"
13702419 "CHH" 2 31 29 "119_1_r1" "119_1"
13702425 "CHH" 2 2 0 "119_1_r1" "119_1"
13702431 "CHH" 0 2 2 "119_1_r1" "119_1"
13702434 "CHH" 1 2 1 "119_1_r1" "119_1"
13702436 "CHH" 2 43 41 "119_1_r1" "119_1"
13702448 "CHH" 23 48 25 "119_1_r1" "119_1"
13702458 "CG" 40 54 14 "119_1_r1" "119_1"
13702459 "CG" 7 10 3 "119_1_r1" "119_1"
13702465 "CHH" 11 12 1 "119_1_r1" "119_1"
13702467 "CHG" 54 59 5 "119_1_r1" "119_1"
13702469 "CHG" 11 12 1 "119_1_r1" "119_1"
13702470 "CHH" 12 13 1 "119_1_r1" "119_1"
13702476 "CHG" 59 65 6 "119_1_r1" "119_1"
13702478 "CHG" 14 14 0 "119_1_r1" "119_1"
13702482 "CHH" 46 64 17 "119_1_r1" "119_1"
13702483 "CHG" 57 65 8 "119_1_r1" "119_1"
13702485 "CHG" 16 16 0 "119_1_r1" "119_1"
13702489 "CHH" 17 18 1 "119_1_r1" "119_1"
13702492 "CHH" 15 17 2 "119_1_r1" "119_1"
13702495 "CHH" 16 17 1 "119_1_r1" "119_1"
13702497 "CHH" 15 17 2 "119_1_r1" "119_1"
13702502 "CHH" 42 67 25 "119_1_r1" "119_1"
13702507 "CHG" 56 67 11 "119_1_r1" "119_1"
13702509 "CHG" 16 16 0 "119_1_r1" "119_1"
13702510 "CG" 52 65 13 "119_1_r1" "119_1"
13702511 "CG" 15 16 1 "119_1_r1" "119_1"
13702513 "CHH" 32 65 33 "119_1_r1" "119_1"
13702516 "CHH" 13 17 4 "119_1_r1" "119_1"
13702518 "CG" 52 62 10 "119_1_r1" "119_1"
13702519 "CG" 15 17 2 "119_1_r1" "119_1"
13702520 "CHG" 11 17 6 "119_1_r1" "119_1"
13702526 "CHH" 9 16 7 "119_1_r1" "119_1"
13702530 "CHH" 7 15 8 "119_1_r1" "119_1"
13702538 "CHH" 4 13 9 "119_1_r1" "119_1"
13702544 "CHH" 7 14 7 "119_1_r1" "119_1"
13702547 "CHH" 1 60 59 "119_1_r1" "119_1"
13702553 "CHH" 1 11 10 "119_1_r1" "119_1"
13702557 "CHH" 4 55 51 "119_1_r1" "119_1"
13702567 "CHH" 1 7 6 "119_1_r1" "119_1"
13702570 "CHH" 0 6 6 "119_1_r1" "119_1"
13702574 "CHH" 0 5 5 "119_1_r1" "119_1"
13702575 "CHH" 1 39 38 "119_1_r1" "119_1"
13702580 "CHH" 0 4 4 "119_1_r1" "119_1"
13702583 "CHH" 0 3 3 "119_1_r1" "119_1"
13702586 "CHH" 0 3 3 "119_1_r1" "119_1"
13702595 "CHH" 0 3 3 "119_1_r1" "119_1"
13702597 "CHH" 0 2 2 "119_1_r1" "119_1"
13702599 "CHH" 0 27 27 "119_1_r1" "119_1"
13702603 "CHH" 0 2 2 "119_1_r1" "119_1"
13702607 "CG" 0 24 24 "119_1_r1" "119_1"
13702608 "CG" 0 2 2 "119_1_r1" "119_1"
13702610 "CHH" 1 22 20 "119_1_r1" "119_1"
13702618 "CHH" 0 3 3 "119_1_r1" "119_1"
13702620 "CHH" 0 2 2 "119_1_r1" "119_1"
13702624 "CHH" 0 2 2 "119_1_r1" "119_1"
13702626 "CHH" 0 18 18 "119_1_r1" "119_1"
13702629 "CHH" 0 2 2 "119_1_r1" "119_1"
13702634 "CHH" 0 3 3 "119_1_r1" "119_1"
13702640 "CHH" 0 3 3 "119_1_r1" "119_1"
13702641 "CHH" 0 14 14 "119_1_r1" "119_1"
13702644 "CHH" 0 13 13 "119_1_r1" "119_1"
13702649 "CHH" 0 13 13 "119_1_r1" "119_1"
13702650 "CHH" 0 14 14 "119_1_r1" "119_1"
13702660 "CHH" 0 11 11 "119_1_r1" "119_1"
13702662 "CHH" 0 9 9 "119_1_r1" "119_1"
13702665 "CHH" 0 7 7 "119_1_r1" "119_1"
13702666 "CHH" 0 8 8 "119_1_r1" "119_1"
13702670 "CHH" 0 9 9 "119_1_r1" "119_1"
13702672 "CHH" 0 9 9 "119_1_r1" "119_1"
13702674 "CHH" 0 9 9 "119_1_r1" "119_1"
13702675 "CHH" 0 9 9 "119_1_r1" "119_1"
13702677 "CHH" 0 9 9 "119_1_r1" "119_1"
13702679 "CHH" 0 7 7 "119_1_r1" "119_1"
13702682 "CHH" 0 7 7 "119_1_r1" "119_1"
13702685 "CHH" 0 8 8 "119_1_r1" "119_1"
13702687 "CHH" 0 8 8 "119_1_r1" "119_1"
13702689 "CHH" 1 8 6 "119_1_r1" "119_1"
13702690 "CHH" 0 6 6 "119_1_r1" "119_1"
13702693 "CHH" 0 5 5 "119_1_r1" "119_1"
13702697 "CHH" 0 10 10 "119_1_r1" "119_1"
13702698 "CHH" 0 9 9 "119_1_r1" "119_1"
13702700 "CHG" 0 5 5 "119_1_r1" "119_1"
13702701 "CG" 0 5 5 "119_1_r1" "119_1"
13702702 "CG" 0 9 9 "119_1_r1" "119_1"
13702705 "CHH" 0 5 5 "119_1_r1" "119_1"
13702713 "CHH" 0 14 14 "119_1_r1" "119_1"
13702715 "CG" 0 6 6 "119_1_r1" "119_1"
13702716 "CG" 0 14 14 "119_1_r1" "119_1"
13702718 "CHH" 0 6 6 "119_1_r1" "119_1"
13702722 "CHH" 0 6 6 "119_1_r1" "119_1"
13702726 "CG" 0 6 6 "119_1_r1" "119_1"
13702727 "CG" 0 13 12 "119_1_r1" "119_1"
13702728 "CHH" 0 6 6 "119_1_r1" "119_1"
13702729 "CHH" 0 6 6 "119_1_r1" "119_1"
13702733 "CHH" 0 6 6 "119_1_r1" "119_1"
13702739 "CHH" 1 34 29 "119_1_r1" "119_1"
13702746 "CHH" 0 42 42 "119_1_r1" "119_1"
13702752 "CHH" 0 42 42 "119_1_r1" "119_1"
13702753 "CHH" 0 42 42 "119_1_r1" "119_1"
13702761 "CHH" 0 4 4 "119_1_r1" "119_1"
13702765 "CHH" 0 40 40 "119_1_r1" "119_1"
13702767 "CHH" 0 4 4 "119_1_r1" "119_1"
13702774 "CHH" 0 5 5 "119_1_r1" "119_1"
13702779 "CHH" 0 5 5 "119_1_r1" "119_1"
13702782 "CHH" 1 7 6 "119_1_r1" "119_1"
13702787 "CG" 0 9 9 "119_1_r1" "119_1"
13702788 "CG" 1 36 35 "119_1_r1" "119_1"
13702793 "CHH" 0 10 10 "119_1_r1" "119_1"
13702811 "CHH" 0 22 22 "119_1_r1" "119_1"
13702815 "CG" 0 11 11 "119_1_r1" "119_1"
13702816 "CG" 0 20 20 "119_1_r1" "119_1"
13702821 "CHH" 0 11 11 "119_1_r1" "119_1"
13702822 "CHG" 1 11 10 "119_1_r1" "119_1"
13702824 "CHG" 0 21 21 "119_1_r1" "119_1"
13702825 "CHH" 0 21 21 "119_1_r1" "119_1"
13702826 "CHH" 1 20 19 "119_1_r1" "119_1"
13702829 "CHH" 0 11 11 "119_1_r1" "119_1"
13702831 "CG" 0 10 10 "119_1_r1" "119_1"
13702832 "CG" 0 20 20 "119_1_r1" "119_1"
13702834 "CHH" 0 21 21 "119_1_r1" "119_1"
13702836 "CG" 0 10 10 "119_1_r1" "119_1"
13702837 "CG" 0 23 23 "119_1_r1" "119_1"
13702839 "CG" 0 10 10 "119_1_r1" "119_1"
13702840 "CG" 0 22 22 "119_1_r1" "119_1"
13702842 "CHH" 0 21 21 "119_1_r1" "119_1"
13702844 "CHG" 0 10 10 "119_1_r1" "119_1"
13702846 "CHG" 0 21 21 "119_1_r1" "119_1"
13702850 "CHG" 0 8 8 "119_1_r1" "119_1"
13702852 "CHG" 0 19 19 "119_1_r1" "119_1"
13702854 "CHH" 0 8 8 "119_1_r1" "119_1"
13702857 "CHH" 0 19 19 "119_1_r1" "119_1"
13702861 "CHH" 0 18 18 "119_1_r1" "119_1"
13702874 "CHH" 0 20 20 "119_1_r1" "119_1"
13702880 "CHH" 0 3 3 "119_1_r1" "119_1"
13702885 "CHH" 0 3 3 "119_1_r1" "119_1"
13702887 "CHH" 0 3 3 "119_1_r1" "119_1"
13702891 "CHH" 0 22 22 "119_1_r1" "119_1"
13702894 "CHH" 0 23 23 "119_1_r1" "119_1"
13702895 "CHH" 0 1 1 "119_1_r1" "119_1"
13702899 "CG" 0 1 1 "119_1_r1" "119_1"
13702900 "CG" 0 25 25 "119_1_r1" "119_1"
13702925 "CHH" 0 1 1 "119_1_r1" "119_1"
13702932 "CHH" 0 23 23 "119_1_r1" "119_1"
13702934 "CG" 0 1 1 "119_1_r1" "119_1"
13702935 "CG" 0 24 24 "119_1_r1" "119_1"
13702936 "CHH" 0 1 1 "119_1_r1" "119_1"
13702938 "CHH" 0 1 1 "119_1_r1" "119_1"
13702940 "CG" 0 1 1 "119_1_r1" "119_1"
13702941 "CG" 0 23 23 "119_1_r1" "119_1"
13702943 "CHH" 0 1 1 "119_1_r1" "119_1"
13702946 "CG" 0 1 1 "119_1_r1" "119_1"
13702947 "CG" 1 23 22 "119_1_r1" "119_1"
13702952 "CG" 0 1 1 "119_1_r1" "119_1"
13702953 "CG" 0 23 23 "119_1_r1" "119_1"
13702956 "CHH" 1 22 21 "119_1_r1" "119_1"
13702957 "CHH" 0 1 1 "119_1_r1" "119_1"
13702958 "CHH" 0 1 1 "119_1_r1" "119_1"
13702959 "CHH" 0 1 1 "119_1_r1" "119_1"
13702961 "CHH" 0 1 1 "119_1_r1" "119_1"
13702967 "CHH" 0 1 1 "119_1_r1" "119_1"
13702968 "CHH" 0 1 1 "119_1_r1" "119_1"
13702972 "CHH" 0 18 18 "119_1_r1" "119_1"
13702974 "CHH" 0 19 18 "119_1_r1" "119_1"
13702977 "CHH" 0 1 1 "119_1_r1" "119_1"
13702990 "CHH" 2 17 15 "119_1_r1" "119_1"
13702993 "CHH" 1 18 17 "119_1_r1" "119_1"
13702995 "CHH" 0 2 2 "119_1_r1" "119_1"
13702997 "CHH" 0 2 2 "119_1_r1" "119_1"
13703001 "CHH" 0 15 15 "119_1_r1" "119_1"
13703012 "CHG" 0 2 2 "119_1_r1" "119_1"
13703014 "CHG" 3 9 6 "119_1_r1" "119_1"
13703018 "CHH" 0 2 2 "119_1_r1" "119_1"
13703022 "CHH" 0 11 11 "119_1_r1" "119_1"
13703025 "CHH" 0 11 11 "119_1_r1" "119_1"
13703027 "CHH" 0 1 1 "119_1_r1" "119_1"
13703033 "CHH" 0 14 14 "119_1_r1" "119_1"
13703038 "CHH" 0 1 1 "119_1_r1" "119_1"
13703039 "CHH" 0 1 1 "119_1_r1" "119_1"
13703041 "CHH" 0 1 1 "119_1_r1" "119_1"
13703047 "CHH" 0 1 1 "119_1_r1" "119_1"
13703050 "CHH" 0 14 14 "119_1_r1" "119_1"
13703052 "CHH" 0 16 16 "119_1_r1" "119_1"
13703055 "CHH" 0 1 1 "119_1_r1" "119_1"
13703058 "CHH" 0 1 1 "119_1_r1" "119_1"
13703061 "CHH" 0 24 24 "119_1_r1" "119_1"
13703063 "CHH" 0 24 24 "119_1_r1" "119_1"
13703064 "CHH" 0 1 1 "119_1_r1" "119_1"
13703079 "CHH" 0 1 1 "119_1_r1" "119_1"
13703081 "CHH" 0 1 1 "119_1_r1" "119_1"
13703082 "CHH" 0 1 1 "119_1_r1" "119_1"
13703089 "CHH" 0 1 1 "119_1_r1" "119_1"
13703092 "CHH" 0 21 21 "119_1_r1" "119_1"
13703104 "CHH" 0 1 1 "119_1_r1" "119_1"
13703108 "CHH" 0 16 16 "119_1_r1" "119_1"
13703110 "CHH" 0 16 16 "119_1_r1" "119_1"
13703112 "CHH" 0 1 1 "119_1_r1" "119_1"
13703121 "CHH" 0 1 1 "119_1_r1" "119_1"
13703124 "CHH" 0 1 1 "119_1_r1" "119_1"
13703133 "CHH" 0 9 9 "119_1_r1" "119_1"
13703135 "CHH" 0 9 9 "119_1_r1" "119_1"
13703142 "CHH" 0 8 8 "119_1_r1" "119_1"
13703162 "CHH" 0 5 5 "119_1_r1" "119_1"
13703167 "CHH" 0 1 1 "119_1_r1" "119_1"
13703173 "CHH" 0 1 1 "119_1_r1" "119_1"
13703183 "CHH" 0 8 8 "119_1_r1" "119_1"
13703186 "CHG" 0 1 1 "119_1_r1" "119_1"
13703188 "CHG" 0 10 10 "119_1_r1" "119_1"
13703189 "CHH" 1 10 9 "119_1_r1" "119_1"
13703195 "CHH" 0 1 1 "119_1_r1" "119_1"
